"Museum_Number"	"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"prelim_taxon_name"	"box"	"misc"
"LACMP23-35713"	"NSF-18-164"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"LACMP23-35714"	"NSF-18-165"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35715"	"NSF-18-166"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35716"	"NSF-18-167"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35717"	"NSF-18-168"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35718"	"NSF-18-169"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35719"	"NSF-18-170"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35720"	"NSF-18-171"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35721"	"NSF-18-172"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35722"	"NSF-18-173"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35723"	"NSF-18-174"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf P. maniculatus"	"Peromyscus cf P. maniculatus"	"7b"	"n"
"LACMP23-35724"	"NSF-18-175"	"B2/L2"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Perognathinae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35725"	"NSF-18-176"	"B2/L2"	"Mammalia"	"Rodentia"	"?Neotominae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35726"	"NSF-18-177"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35727"	"NSF-18-178"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35728"	"NSF-18-179"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35729"	"NSF-18-180"	"B2/L2"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"7b"	"n"
"LACMP23-35730"	"NSF-18-181"	"A3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35731"	"NSF-18-182"	"A3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"7b"	"n"
"LACMP23-35732"	"NSF-18-183"	"A3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35733"	"NSF-18-184"	"A3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35734"	"NSF-18-185"	"A3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"LACMP23-35735"	"NSF-18-186"	"A3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35736"	"NSF-18-187"	"A3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"LACMP23-35737"	"NSF-18-188"	"A3/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35738"	"NSF-18-189"	"A3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35739"	"NSF-18-190"	"A3/L3"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"7b"	"n"
"LACMP23-35740"	"NSF-18-191"	"A2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"7b"	"n"
"LACMP23-35741"	"NSF-18-192"	"A2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35742"	"NSF-18-193"	"A2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35743"	"NSF-18-194"	"A2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35744"	"NSF-18-195"	"A2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35745"	"NSF-18-196"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"LACMP23-35746"	"NSF-18-197"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"LACMP23-35747"	"NSF-18-198"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"LACMP23-35748"	"NSF-18-199"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"7b"	"n"
"LACMP23-35749"	"NSF-18-200"	"A2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"7b"	"n"
"LACMP23-35750"	"NSF-18-201"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	"sp"	"cf Peromyscus sp"	"7b"	"n"
"LACMP23-35751"	"NSF-18-202"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35752"	"NSF-18-203"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf P. maniculatus"	"Peromyscus cf P. maniculatus"	"7b"	"n"
"LACMP23-35753"	"NSF-18-204"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35754"	"NSF-18-205"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"megalotis"	"cf Reithrodontomys megalotis"	"7b"	"n"
"LACMP23-35755"	"NSF-18-206"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35756"	"NSF-18-207"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35757"	"NSF-18-208"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35758"	"NSF-18-209"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35759"	"NSF-18-210"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35760"	"NSF-18-211"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35761"	"NSF-18-212"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35762"	"NSF-18-213"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35763"	"NSF-18-214"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"LACMP23-35764"	"NSF-18-215"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35765"	"NSF-18-216"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35766"	"NSF-18-217"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35767"	"NSF-18-218"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35768"	"NSF-18-219"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35769"	"NSF-18-220"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35770"	"NSF-18-221"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35771"	"NSF-18-222"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"LACMP23-35772"	"NSF-18-223"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35773"	"NSF-18-224"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35774"	"NSF-18-225"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"7b"	"n"
"LACMP23-35775"	"NSF-18-226"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35776"	"NSF-18-227"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"?bottae"	"Thomomys ?bottae"	"7b"	"n"
"LACMP23-35777"	"NSF-18-228"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35778"	"NSF-18-229"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35779"	"NSF-18-230"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"Otospermophilus"	"?beecheyi"	"Otospermophilus ?beecheyi"	"7b"	"n"
"LACMP23-35780"	"NSF-18-231"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"macrotis"	"Neotoma macrotis"	"7b"	"n"
"LACMP23-35781"	"NSF-18-232"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"LACMP23-35782"	"NSF-18-233"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"macrotis"	"Neotoma macrotis"	"7b"	"n"
"LACMP23-35783"	"NSF-18-234"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"LACMP23-35784"	"NSF-18-235"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"?Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35785"	"NSF-18-236"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"?Thomomys"	"sp"	"?Thomomys sp"	"7b"	"n"
"LACMP23-35786"	"NSF-18-237"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"?Thomomys"	"sp"	"?Thomomys sp"	"7b"	"n"
"LACMP23-35787"	"NSF-18-238"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35788"	"NSF-18-239"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Neotoma"	"sp"	"?Neotoma sp"	"7b"	"n"
"LACMP23-35789"	"NSF-18-240"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"7b"	"n"
"LACMP23-35790"	"NSF-18-241"	"B2/L3"	"Mammalia"	"Rodentia/Lagomorpha"	NA	NA	NA	NA	"Mammalia-Rodentia/Lagomorpha"	"7b"	"n"
"LACMP23-35791"	"NSF-18-242"	"B2/L3"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35792"	"NSF-18-243"	"B2/L3"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35793"	"NSF-18-244"	"A3/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35794"	"NSF-18-245"	"A3/L4"	"Mammalia"	"Rodentia"	"Neotominae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35795"	"NSF-18-246"	"A3/L4"	"Mammalia"	"Rodentia"	"?Neotominae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35796"	"NSF-18-247"	"A3/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"7b"	"n"
"LACMP23-35797"	"NSF-18-248"	"A3/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"7b"	"n"
"LACMP23-35798"	"NSF-18-249"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35799"	"NSF-18-250"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"megalotis"	"cf Reithrodontomys megalotis"	"7b"	"n"
"LACMP23-35800"	"NSF-18-251"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"megalotis"	"cf Reithrodontomys megalotis"	"7b"	"n"
"LACMP23-35801"	"NSF-18-252"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35802"	"NSF-18-253"	"A2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35803"	"NSF-18-254"	"A2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35804"	"NSF-18-255"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"LACMP23-35805"	"NSF-18-256"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"LACMP23-35806"	"NSF-18-257"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"macrotis"	"Neotoma macrotis"	"7b"	"n"
"LACMP23-35807"	"NSF-18-258"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"LACMP23-35808"	"NSF-18-259"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"LACMP23-35809"	"NSF-18-260"	"B2/L4"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"Otospermophilus"	"?beecheyi"	"Otospermophilus ?beecheyi"	"7b"	"n"
"LACMP23-35810"	"NSF-18-261"	"B2/L4"	"Mammalia"	"Carnivora"	"cf Canidae"	NA	NA	NA	"Mammalia-Carnivora"	"7b"	"n"
"LACMP23-35811"	"NSF-18-262"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35812"	"NSF-18-263"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35813"	"NSF-18-264"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35814"	"NSF-18-265"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35815"	"NSF-18-266"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35816"	"NSF-18-267"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35817"	"NSF-18-268"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"LACMP23-35818"	"NSF-18-269"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35819"	"NSF-18-270"	"B2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"LACMP23-35820"	"NSF-18-271"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35821"	"NSF-18-272"	"B2/L4"	"Mammalia"	"Rodentia"	"?Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"7b"	"n"
"LACMP23-35822"	"NSF-18-273"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35823"	"NSF-18-274"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35824"	"NSF-18-275"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35825"	"NSF-18-276"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35826"	"NSF-18-277"	"B2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"LACMP23-35827"	"NSF-18-278"	"B2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Perognathinae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35828"	"NSF-18-279"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35829"	"NSF-18-280"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35830"	"NSF-18-281"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35831"	"NSF-18-282"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf californicus"	"Peromyscus cf californicus"	"7b"	"n"
"LACMP23-35832"	"NSF-18-283"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf P. maniculatus"	"Peromyscus cf P. maniculatus"	"7b"	"n"
"LACMP23-35833"	"NSF-18-284"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35834"	"NSF-18-285"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35835"	"NSF-18-286"	"B2/L4"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"LACMP23-35836"	"NSF-18-287"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"LACMP23-35837"	"NSF-18-288"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35838"	"NSF-18-289"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35839"	"NSF-18-290"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"LACMP23-35840"	"NSF-18-291"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"LACMP23-35841"	"NSF-18-292"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35842"	"NSF-18-293"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35843"	"NSF-18-294"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35844"	"NSF-18-295"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"bachmani"	"Sylvilagus bachmani"	"7b"	"n"
"LACMP23-35845"	"NSF-18-296"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35846"	"NSF-18-297"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35847"	"NSF-18-298"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"LACMP23-35848"	"NSF-18-299"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35849"	"NSF-18-300"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35850"	"NSF-18-301"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35851"	"NSF-18-302"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35852"	"NSF-18-303"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"LACMP23-35853"	"NSF-18-304"	"B2/L4"	"Mammalia"	"Eulipotyphla"	"Talpidae"	"Scalopini"	"Scapanus"	"cf latimanus"	"Scapanus cf latimanus"	"7b"	"n"
"LACMP23-35854"	"NSF-18-305"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35855"	"NSF-18-306"	"B2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"LACMP23-35856"	"NSF-18-307"	"B2/L4"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"LACMP23-35857"	"NSF-18-308"	"B2/L4"	"Mammalia"	"cf Rodentia"	NA	NA	NA	NA	"Mammalia-cf Rodentia"	"7b"	"n"
"LACMP23-35858"	"NSF-18-309"	"B2/L4"	"Mammalia"	"Rodentia"	"?Cricetidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
